1,43006,-0.8810809255,-7.7761116028,-251.2437438965,-1.2471500635,-26.3188247681,-5885.8588867188,9.8151035309,42.7080154419,6639.4516601563
2,43019,-0.7889643312,9.2116594315,1698.7770996094,-1.4002773762,-15.3127317429,1100.6093750000,9.8785066605,6.3403129578,-3636.7702636719
3,43032,-0.7698237300,1.9140601158,-729.7599487305,-1.2411686182,15.9108762741,3122.3608398438,9.8402252197,-3.8281440735,-1016.8457031250
4,43045,-0.7435053587,2.6318371296,71.7777023315,-1.1681950092,7.2973608971,-861.3516235352,9.6452255249,-19.4999694824,-1567.1826171875
5,43058,-0.6777071357,6.5798225403,394.7985534668,-1.2028874159,-3.4692406654,-1076.6601562500,9.6392440796,-0.5981445313,1890.1824951172
6,43071,-0.6812959909,-0.3588855267,-693.8708496094,-1.2244205475,-2.1533131599,131.5927581787,9.3868274689,-25.2416610718,-2464.3518066406
7,43084,-0.6645479202,1.6748070717,203.3692626953,-1.3320889473,-10.7668399811,-861.3527221680,9.5626811981,17.5853729248,4282.7036132813
8,43097,-0.7124018073,-4.7853889465,-646.0195922852,-1.3775478601,-4.5458912849,622.0949096680,9.7361478806,17.3466682434,-23.8704681396
9,43110,-0.7710199952,-5.8618187904,-107.6429901123,-1.4995716810,-12.2023820877,-765.6491088867,9.8366365433,10.0488662720,-729.7802124023
10,43123,-0.7351313233,3.5888671875,945.0685424805,-1.3727627993,12.6808881760,2488.3271484375,9.6559972763,-18.0639266968,-2811.2792968750
11,43136,-0.6729219556,6.2209367752,263.2069702148,-1.4325772524,-5.9814453125,-1866.2335205078,9.5662708282,-8.9726448059,909.1282348633
12,43149,-0.6573702097,1.5551745892,-466.5762023926,-1.3464443684,8.6132888794,1459.4735107422,9.4430522919,-12.3218536377,-334.9208984375
13,43162,-0.6992426515,-4.1872444153,-574.2419433594,-1.2567204237,8.9723949432,35.9106063843,9.6811189651,23.8066673279,3612.8522949219
14,43175,-0.7566645145,-5.7421865463,-155.4942169189,-1.2375797033,1.9140720367,-705.8323364258,9.6093368530,-7.1782112122,-3098.4880371094
15,43188,-0.7279536128,2.8710901737,861.3276977539,-1.4026700258,-16.5090332031,-1842.3105468750,9.8067293167,19.7392463684,2691.7458496094
16,43201,-0.6717256904,5.6227922440,275.1702270508,-1.4541127682,-5.1442742348,1136.4759521484,9.6201038361,-18.6625480652,-3840.1794433594
17,43214,-0.6908686161,-1.9142925739,-753.7084960938,-1.2818424702,17.2270298004,2237.1303710938,9.6129255295,-0.7178306580,1794.4718017578
18,43227,-0.7375239134,-4.6655297279,-275.1237182617,-1.3404629230,-5.8620452881,-2308.9074707031,9.6296739578,1.6748428345,239.2673492432
19,43240,-0.7566645145,-1.9140601158,275.1469726563,-1.2674869299,7.2975993156,1315.9644775391,9.6476230621,1.7949104309,12.0067596436
20,43253,-0.7147943974,4.1870117188,610.1071777344,-1.3751553297,-10.7668399811,-1806.4439697266,9.6284770966,-1.9145965576,-370.9507141113
21,43266,-0.7255610228,-1.0766625404,-526.3674316406,-1.2136539221,16.1501407623,2691.6982421875,9.4837265015,-14.4750595093,-1256.0462646484
22,43279,-0.7159907222,0.9570300579,203.3692626953,-1.3033779860,-8.9724063873,-2512.2548828125,9.5866069794,10.2880477905,2476.3107910156
23,43292,-0.6884737015,2.7517020702,179.4672088623,-1.3332852125,-2.9907226563,598.1683959961,9.6823148727,9.5707893372,-71.7258453369
24,43305,-0.7231684327,-3.4694731236,-622.1175537109,-1.4588979483,-12.5612735748,-957.0551147461,9.6093368530,-7.2978019714,-1686.8591308594
25,43318,-0.7291498780,-0.5981445313,287.1328735352,-1.3966885805,6.2209367752,1878.2211914063,9.6823148727,7.2978019714,1459.5604248047
26,43331,-0.6549776196,7.4172258377,801.5370483398,-1.4038662910,-0.7177710533,-693.8707885742,9.4873151779,-19.4999694824,-2679.7770996094
27,43344,-0.7303461432,-7.5368523598,-1495.4079589844,-1.3189297915,8.4936504364,921.1422119141,9.6308698654,14.3554687500,3385.5439453125
28,43357,-0.7518793941,-2.1533250809,538.3527221680,-1.2507389784,6.8190813065,-167.4569091797,9.7373447418,10.6474876404,-370.7981262207
29,43370,-0.7423090339,0.9570360184,311.0361022949,-1.2148503065,3.5888671875,-323.0214233398,9.7385406494,0.1195907593,-1052.7896728516
30,43383,-0.6980463862,4.4262647629,346.9228820801,-1.2399723530,-2.5122046471,-610.1071777344,9.5602893829,-17.8251266479,-1794.4718017578
31,43396,-0.6705293655,2.7517020702,-167.4562683105,-1.3548184633,-11.4846115112,-897.2406616211,9.5818223953,2.1533012390,1997.8427734375
32,43409,-0.7363275886,-6.5798225403,-933.1525268555,-1.3404629230,1.4355540276,1292.0166015625,9.6380481720,5.6225776672,346.9276428223
33,43422,-0.7231684327,1.3159155846,789.5738525391,-1.4050625563,-6.4599633217,-789.5517578125,9.6823148727,4.4266700745,-119.5907592773
34,43435,-0.7255610228,-0.2392590046,-155.5174560547,-1.2603092194,14.4753341675,2093.5297851563,9.5387554169,-14.3559455872,-1878.2615966797
35,43448,-0.7542719245,-2.8710901737,-263.1831359863,-1.5438344479,-28.3525238037,-4282.7861328125,9.7624664307,22.3711013794,3672.7048339844
36,43461,-0.7435053587,1.0766565800,394.7746887207,-1.3476406336,19.6193809509,4797.1904296875,9.7457189560,-1.6747474670,-2404.5849609375
37,43474,-0.6346406937,10.8864669800,980.9810791016,-1.2208317518,12.6808881760,-693.8493041992,9.5052595139,-24.0459442139,-2237.1196289063
38,43487,-0.6741182208,-3.9477527142,-1483.4219970703,-1.3165371418,-9.5705394745,-2225.1428222656,9.5566997528,5.1440238953,2918.9968261719
39,43500,-0.7207758427,-4.6657624245,-71.8009719849,-1.3440518379,-2.7514696121,681.9069824219,9.8617582321,30.5058479309,2536.1823730469
40,43513,-0.7267572880,-0.5981445313,406.7618103027,-1.1909245253,15.3127317429,1806.4201660156,9.6859045029,-17.5853729248,-4809.1220703125
41,43526,-0.7183832526,0.8374035358,143.5548095703,-1.4983754158,-30.7450904846,-4605.7822265625,9.6763334274,-0.9571075439,1662.8265380859
42,43539,-0.7064203620,1.1962890625,35.8885536194,-1.3703701496,12.8005266190,4354.5615234375,9.5794296265,-9.6903800964,-873.3272705078
43,43552,-0.7159907222,-0.9570360184,-215.3325195312,-1.2914127111,7.8957438469,-490.4783020020,9.5901966095,1.0766983032,1076.7078857422
44,43565,-0.7183832526,-0.2392530441,71.7782974243,-1.3296962976,-3.8283586502,-1172.4102783203,9.7780179977,18.7821388245,1770.5440673828
45,43578,-0.7722162604,-5.3833007813,-514.4047851563,-1.2292057276,10.0490570068,1387.7415771484,9.6751375198,-10.2880477905,-2907.0187988281
46,43591,-0.7925531864,-2.0336925983,334.9608154297,-1.2938053608,-6.4599633217,-1650.9019775391,9.6859045029,1.0766983032,1136.4746093750
47,43604,-0.7722162604,2.0336925983,406.7385253906,-1.4373623133,-14.3556957245,-789.5732421875,9.7816076279,9.5703125000,849.3614501953
48,43617,-0.7626459599,0.9570300579,-107.6662597656,-1.7149060965,-27.7543792725,-1339.8684082031,10.4551277161,67.3520126343,5778.1699218750
49,43630,-0.7411127687,2.1533191204,119.6289062500,-1.5581898689,15.6716232300,4342.6005859375,9.4932966232,-96.1831130981,-16353.5126953125
50,43643,-0.6346406937,10.6472072601,849.3887939453,-1.5294789076,2.8710961342,-1280.0527343750,9.1308164597,-36.2480163574,5993.5097656250
51,43656,-0.7889643312,-15.4323644638,-2607.9570312500,-1.8165930510,-28.7114143372,-3158.2509765625,9.0494689941,-8.1347465515,2811.3271484375
52,43669,-0.6621553302,12.6809005737,2811.3266601563,-2.1695029736,-35.2909927368,-657.9578247070,9.6799230576,63.0454063416,7118.0156250000
53,43682,-0.5114206076,15.0734729767,239.2572479248,-2.0139830112,15.5519962311,5084.2988281250,8.5960664749,-108.3856582642,-17143.1074218750
54,43695,-0.3654709756,14.5949630737,-47.8509902954,-2.5224130154,-50.8430023193,-6639.5000000000,7.8842649460,-71.1801528931,3720.5505371094
55,43708,-0.6418184638,-27.6347503662,-4222.9716796875,-4.5226411819,-200.0228271484,-14917.9824218750,10.1931352615,230.8870391846,30206.7207031250
56,43721,-1.7436170578,-110.1798553467,-8254.5107421875,-4.9413466454,-41.8705482483,15815.2285156250,9.0291271210,-116.4008178711,-34728.7851562500
57,43734,-2.1647179127,-42.1100845337,6806.9770507813,-7.0289039612,-208.7557373047,-16688.5195312500,5.5694079399,-345.9719238281,-22957.1113281250
58,43747,-7.9644160271,-579.9697875977,-53785.9687500000,-19.7863254547,-1275.7421875000,-106698.6484375000,-9.2109680176,-1478.0377197266,-113206.5859375000
59,43760,8.9740982056,1693.8515625000,227382.1406250000,-24.0368061066,-425.0480651855,85069.4140625000,15.3552026749,2456.6169433594,393465.5000000000
60,43773,0.4970674515,-847.7030639648,-254155.4687500000,1.1837466955,2522.0554199219,294710.3437500000,7.8890500069,-746.6152954102,-320323.2187500000
61,43786,-0.0699829087,-56.7050361633,79099.8046875000,-4.8253068924,-600.9053955078,-312296.0937500000,-5.0765299797,-1296.5579833984,-54994.2695312500
62,43799,0.4827120006,55.2694931030,11197.4531250000,-9.5423450470,-471.7038269043,12920.1572265625,-5.5143785477,-43.7848587036,125277.3125000000
63,43812,-0.6896723509,-117.2384414673,-17250.7929687500,-8.8233652115,71.8979873657,54360.1835937500,-1.0892375708,442.5140991211,48629.8945312500
64,43825,-1.0019084215,-31.2236080170,8601.4833984375,-9.7995519638,-97.6186752319,-16951.6660156250,-2.3298079967,-124.0570449829,-56657.1171875000
