date,沪深300,上证50,中证500,S&P 500,SGE黄金9999,中债金融债券总财富(总值)指数,中证企业债
2013-10-18,2426.054,1636.8,3970.641,1744.5021,260.13,143.6143,158.0143
2013-10-25,2368.559,1611.519,3821.779,1759.7656,262.86,142.6674,157.4921
2013-11-01,2384.96,1644.752,3702.445,1761.6445,260.69,142.4806,157.4808
2013-11-08,2307.945,1587.44,3629.94,1770.6068,257.52,141.6638,156.9938
2013-11-15,2350.734,1604.823,3736.452,1798.1757,253,140.6491,155.7144
2013-11-22,2397.962,1642.496,3842.756,1804.7566,245.67,140.4282,154.8986
2013-11-29,2438.944,1661.409,3946.383,1805.8127,244.71,141.1323,155.2691
2013-12-06,2452.287,1675.255,3918.783,1805.0941,243.5,141.178,155.4722
2013-12-13,2406.639,1626.41,3925.434,1775.3189,242.08,141.0677,155.695
2013-12-20,2278.136,1537.413,3747.002,1818.3206,236.37,140.4351,155.3302
2013-12-27,2303.478,1550.221,3800.774,1841.4027,240.5,140.4129,155.3482
2014-01-03,2290.779,1536.067,3816.316,1831.3666,243.8,140.2401,155.3212
2014-01-10,2204.851,1498.268,3628.634,1842.3722,243,140.4261,155.6557
2014-01-17,2178.488,1475.671,3671.915,1838.6995,245.4,140.6441,155.7851
2014-01-24,2245.678,1502.065,3882.668,1790.2855,246.89,141.3438,156.2449
2014-01-30,2202.45,1477.345,3885.416,1794.1902,246.37,141.7532,156.7395
2014-02-07,2212.483,1475.343,3957.671,1797.0169,248.29,141.9777,157.2024
2014-02-14,2295.575,1534.239,4134.16,1838.6327,256.69,142.3767,157.5342
2014-02-21,2264.294,1505.331,4121.917,1836.2462,259.29,142.8185,158.4461
2014-02-28,2178.971,1464.321,3975.929,1859.4494,262.73,144.4052,159.5106
2014-03-07,2168.358,1455.585,4012.447,1878.0392,265.27,143.6001,159.642
2014-03-14,2122.836,1426.395,3888.975,1841.1335,269.63,144.1506,159.847
2014-03-21,2158.798,1464.08,3952.392,1866.5207,265.26,143.8675,159.6333
2014-03-28,2151.965,1472.047,3865.295,1857.6208,258.5,143.8508,159.8023
2014-04-04,2185.472,1490.334,3939.229,1865.0934,257.64,143.5604,159.9577
2014-04-11,2270.666,1565.308,4021.194,1815.6851,262.64,143.969,160.1284
2014-04-18,2224.479,1521.278,4029.262,1864.8514,259.33,145.0054,160.7508
2014-04-25,2167.826,1501.046,3800.681,1863.4007,259.76,145.1112,161.0128
2014-04-30,2158.659,1494.808,3766.17,1883.9501,260.26,145.5177,161.3423
2014-05-09,2133.911,1480.737,3716.022,1878.4757,259.16,147.384,161.8967
2014-05-16,2145.952,1487.735,3726.656,1877.8553,259.69,146.9292,162.1555
2014-05-23,2148.414,1484.375,3786.563,1900.5332,260.01,147.271,162.388
2014-05-30,2156.464,1482.096,3829.238,1923.5727,252.8,147.9565,162.8901
2014-06-06,2134.716,1472.268,3818.333,1949.4407,252.75,148.5838,163.267
2014-06-13,2176.242,1502.961,3891.557,1936.1594,254.35,148.7355,163.6077
2014-06-20,2136.729,1484.479,3789.342,1962.8734,262.5,149.0885,163.7329
2014-06-27,2150.258,1473.756,3889.323,1960.9605,263.09,149.233,163.9747
2014-07-04,2178.695,1492.463,4004.561,1985.4371,263.93,148.5429,164.0079
2014-07-11,2148.009,1468.541,4029.751,1967.5692,266.89,148.7399,164.1789
2014-07-18,2164.144,1478.755,4042.521,1978.2184,261.69,147.848,164.058
2014-07-25,2260.454,1557.015,4089.801,1978.3389,257.85,148.7055,164.2195
2014-08-01,2329.402,1607.974,4210.219,1925.1518,255.65,149.0665,164.4146
2014-08-08,2331.134,1595.662,4311.697,1931.5932,261.1,149.336,164.6631
2014-08-15,2360.635,1612.004,4423.636,1955.0626,260.14,149.856,165.5307
2014-08-22,2365.364,1594.183,4521.752,1988.4024,253.91,149.797,165.6748
2014-08-29,2338.287,1581.284,4427.879,2003.3677,255.04,150.2888,165.9042
2014-09-05,2449.259,1656.237,4666.474,2007.7119,250.25,150.3375,166.1124
2014-09-12,2438.358,1630.204,4756.949,1985.5363,245.21,150.4616,166.2308
2014-09-19,2425.211,1619.581,4758.727,2010.3967,242.01,151.6822,166.6251
2014-09-26,2437.201,1616.088,4829.935,1982.8459,242.76,151.9409,166.9274
2014-09-30,2450.988,1619.697,4916.119,1972.2851,241.24,152.3284,167.0901
2014-10-10,2466.789,1621.713,4981.853,1906.1297,241.75,152.3097,167.3143
2014-10-17,2441.732,1608.516,4860.732,1886.764,244.89,153.6937,168.0568
2014-10-24,2390.706,1583.419,4774.666,1964.5803,242.42,154.4856,168.6676
2014-10-31,2508.325,1657.286,4986.416,2018.0545,230.44,155.3125,169.1727
2014-11-07,2502.153,1640.323,4977.255,2031.9215,225.3,157.1019,170.8335
2014-11-14,2581.093,1728.805,4909.609,2039.8169,227.2,156.8663,171.6285
2014-11-21,2583.455,1714.711,5029.773,2063.5024,235.41,156.3076,171.3087
2014-11-28,2808.819,1914.44,5245.267,2067.562,235.5,157.6019,172.0708
2014-12-05,3124.885,2200.253,5333.892,2075.3682,239,155.8544,171.3572
2014-12-12,3193.227,2193.287,5493.2,2002.3342,242.9,155.4897,169.5529
2014-12-19,3383.167,2390.28,5524.122,2070.647,240.93,155.9603,169.9248
2014-12-26,3445.839,2464.819,5422.751,2088.7661,238.2,157.0361,170.8926
2014-12-31,3533.705,2581.567,5322.714,2058.9024,240.59,156.9858,171.3104
2015-01-09,3546.723,2569.019,5409.058,2044.8099,242.92,157.1405,171.9056
2015-01-16,3635.146,2653.034,5520.123,2019.4187,252,157.9981,173.0279
2015-01-23,3571.732,2564.514,5633.289,2051.8218,259.8,158.6338,173.7423
2015-01-30,3434.39,2405.38,5632.728,1994.9904,253.19,158.5701,173.2479
2015-02-06,3312.42,2325.241,5534.785,2055.4722,254.93,159.1528,172.8263
2015-02-13,3469.828,2427.474,5769.272,2096.9879,247.6,159.6245,172.8788
2015-02-17,3522.322,2445.26,5911.098,2100.3432,247.23,159.8475,173.3365
2015-02-27,3572.843,2474.595,6018.463,2104.5032,244.83,159.8563,173.8199
2015-03-06,3478.52,2371.623,6133.026,2071.2621,242.31,159.0656,174.0062
2015-03-13,3617.657,2495.277,6329.576,2053.3983,234.64,159.1239,174.2838
2015-03-20,3892.574,2680.679,6850.897,2108.0973,234.5,158.8571,174.4016
2015-03-27,3971.697,2689.24,7155.945,2061.022,240.5,157.8282,174.2797
2015-04-03,4170.538,2817.181,7679.01,2066.9649,239.4,157.6218,174.176
2015-04-10,4344.416,2986.605,7952.189,2102.0553,238.89,157.6084,174.0372
2015-04-17,4596.136,3235.332,7980.76,2081.1778,240,158.5456,174.5884
2015-04-24,4702.641,3223.958,8419.095,2117.6899,238.8,159.3621,175.4902
2015-04-30,4749.886,3250.49,8469.673,2085.5137,239.93,159.725,175.8142
2015-05-08,4558.404,3110.455,8201.293,2116.0951,237.65,159.9118,176.3358
2015-05-15,4617.47,3060.411,8742.885,2122.7341,243.56,161.2083,177.2461
2015-05-22,4951.335,3248.855,9778.171,2126.0614,241.74,160.8193,177.5401
2015-05-29,4840.829,3111.334,9966.845,2107.3896,237.59,160.3078,177.6187
2015-06-05,5230.552,3303.988,11144.52,2092.8309,235,160.6116,177.922
2015-06-12,5335.1151,3350.2482,11545.8906,2094.1057,236.41,160.614,178.036
2015-06-19,4637.0517,2903.0573,9987.4074,2109.9883,239.4,160.635,178.2517
2015-06-26,4336.1947,2736.695,9078.0648,2101.4874,234.98,160.6095,178.5943
2015-07-03,3885.9169,2582.2655,7355.491,2076.7757,233.77,160.6313,178.8521
2015-07-10,4106.5561,2898.4101,7244.7842,2076.6184,232.77,161.373,179.5555
2015-07-17,4151.4956,2807.0649,7994.6971,2126.6439,229.19,161.3543,180.1557
2015-07-24,4176.2787,2741.0438,8425.0739,2079.6492,217.19,161.9709,180.8604
2015-07-31,3816.6993,2461.2401,7727.0608,2103.8354,216.87,162.3295,181.5138
2015-08-07,3906.9448,2503.7961,8013.3187,2077.5684,218.7,162.9472,182.0657
2015-08-14,4073.54,2577.0381,8625.2423,2091.5436,230.6,162.8107,182.3369
2015-08-21,3589.5358,2271.3586,7612.9024,1970.8891,238.02,162.9947,182.8668
2015-08-28,3342.2863,2159.9579,6842.8938,1988.8714,233.2,163.2471,183.1983
2015-09-02,3365.8318,2243.6313,6122.5533,1948.8626,234.9,163.5731,183.4623
2015-09-11,3347.1878,2195.3905,6493.3191,1961.0457,228.35,163.4277,183.8251
2015-09-18,3251.2732,2198.9898,6036.8814,1958.0328,231.96,163.7116,184.0883
2015-09-25,3231.9514,2183.4036,6108.3764,1931.3399,235.24,163.8196,184.1382
2015-09-30,3202.9475,2146.118,6123.7274,1920.0266,230.5,164.1944,184.4147
2015-10-09,3340.1159,2219.2937,6470.0514,2014.8926,234.77,164.4663,184.5504
2015-10-16,3534.0653,2323.7752,7047.5599,2033.1104,240.56,165.15,184.971
2015-10-23,3571.2411,2343.9648,7138.2344,2075.1513,240.49,165.5614,185.1948
2015-10-30,3534.0788,2312.9738,7084.9706,2079.3598,233.91,166.0965,186.1032
2015-11-06,3793.3739,2493.4843,7446.8471,2099.2035,227.31,165.8198,186.0554
2015-11-13,3746.2422,2447.7733,7567.108,2023.0394,223.35,165.4074,185.7061
2015-11-20,3774.3833,2466.7568,7806.2655,2089.1662,223.1,165.5896,185.5598
2015-11-27,3556.9924,2334.44,7376.1243,2090.1068,220.78,166.0973,185.7629
2015-12-04,3677.5922,2397.5621,7511.6749,2091.6874,219.96,166.7032,186.3489
2015-12-11,3608.0587,2342.4527,7290.7017,2012.3737,223.02,167.3892,186.7332
2015-12-18,3767.9128,2422.8345,7699.37,2005.5497,221.4,167.926,187.2143
2015-12-25,3838.201,2492.3364,7792.1244,2060.9883,225.14,169.2094,187.845
2015-12-31,3731.0047,2420.8008,7617.689,2043.9369,222.86,169.4835,188.2046
2016-01-08,3361.5632,2219.6119,6570.4316,1922.0348,233.54,169.3385,188.5016
2016-01-15,3118.7301,2070.9283,5893.6815,1880.3278,230.5,170.0706,189.0553
2016-01-22,3113.4626,2061.9621,5980.6111,1906.9041,232.5,169.7158,189.2466
2016-01-29,2946.0902,1973.0052,5469.1254,1940.2397,236.48,169.3565,188.8019
2016-02-05,2963.7894,1967.2595,5664.1971,1880.0539,243.94,169.2515,188.9048
2016-02-19,3051.585,2004.1065,5979.5164,1917.7836,256.65,169.5062,189.3628
2016-02-26,2948.0306,1955.3953,5648.9376,1948.0539,260.41,169.4969,189.7047
2016-03-04,3093.8895,2122.2692,5621.5614,1999.9872,264.74,169.4133,189.9866
2016-03-11,3018.2844,2070.7239,5508.9818,2022.1896,264.97,169.7065,190.3869
2016-03-18,3171.963,2141.177,5949.263,2049.5768,262.46,170.1312,190.7394
2016-03-25,3197.8169,2149.2039,6077.4312,2035.9359,256.05,170.2156,190.7906
2016-04-01,3221.8948,2167.7824,6124.5278,2072.7791,257,170.2078,190.7202
2016-04-08,3185.7258,2123.8041,6168.7419,2047.5971,257.3,170.1495,190.8257
2016-04-15,3272.2053,2182.0667,6384.3496,2080.733,256.95,169.6275,189.9658
2016-04-22,3174.9012,2157.7235,6011.3201,2091.5801,260.44,168.8586,189.5062
2016-04-29,3156.7451,2135.5087,5985.594,2065.2963,266.32,168.8249,188.9471
2016-05-06,3130.3544,2107.0089,5961.489,2057.1424,268.23,169.2182,189.3312
2016-05-13,3074.9351,2076.1879,5714.3107,2046.6129,267.49,169.9805,189.8663
2016-05-20,3078.2183,2083.1174,5732.9018,2052.3181,264.51,169.7025,189.9789
2016-05-27,3062.4993,2074.9195,5739.5897,2099.0605,258.03,169.8914,190.1227
2016-06-03,3189.3255,2152.6368,6032.603,2099.1286,257.4,169.9595,190.2227
2016-06-08,3163.9864,2132.963,6023.8776,2119.1183,265.1,170.0748,190.4031
2016-06-17,3110.3572,2102.2006,5964.2724,2071.2197,272.7,170.6388,190.8066
2016-06-24,3077.1554,2076.2999,5903.6202,2037.4052,281.44,170.9529,191.0358
2016-07-01,3154.2003,2127.0939,6111.5385,2102.9535,285.89,171.604,191.7104
2016-07-08,3192.2804,2148.7606,6299.8533,2129.898,291.63,172.0303,192.361
2016-07-15,3276.2775,2192.3939,6441.0159,2161.7413,287.04,172.037,192.7865
2016-07-22,3225.1621,2157.2315,6390.9254,2175.0291,285,172.6747,193.3654
2016-07-29,3203.9304,2155.2387,6202.8923,2173.6039,285.83,172.906,193.7099
2016-08-05,3205.1101,2148.6819,6203.2872,2182.8684,292.12,173.1188,194.317
2016-08-12,3294.2337,2222.4884,6299.0915,2184.0509,286.8,173.8229,195.0249
2016-08-19,3365.0197,2249.3415,6499.5548,2183.8682,288.2,173.7751,195.366
2016-08-26,3307.0902,2219.3076,6410.7335,2169.0402,284.89,173.5494,195.5547
2016-09-02,3314.1142,2229.893,6356.9538,2179.9842,282.46,173.4466,195.7269
2016-09-09,3318.044,2229.3097,6471.053,2127.8056,287.7,173.5597,195.8105
2016-09-14,3238.7299,2176.523,6278.158,2125.7695,284.95,173.6901,195.8624
2016-09-23,3275.6665,2196.2903,6370.5834,2164.6948,286.8,174.0021,196.2151
2016-09-30,3253.2848,2177.3524,6328.0856,2168.2721,284.95,174.2122,196.6146
2016-10-14,3305.8481,2209.8145,6469.4915,2132.9785,272.8,174.6952,197.3185
2016-10-21,3327.74,2240.7496,6475.2807,2141.1619,275.54,175.0635,197.773
2016-10-28,3340.1262,2253.8017,6455.8349,2126.4076,277.55,174.6739,197.7544
2016-11-04,3354.1749,2271.9263,6462.5928,2085.1764,282.94,174.6961,197.7908
2016-11-11,3417.2211,2308.4288,6583.8864,2164.4508,278.47,174.4116,197.7297
2016-11-18,3417.4554,2307.2741,6602.3265,2181.9018,270.7,173.621,197.0257
2016-11-25,3521.2984,2393.9464,6652.8177,2213.3486,269.36,173.845,196.9774
2016-12-02,3528.9547,2416.5077,6520.9745,2191.9537,265.34,172.4521,196.326
2016-12-09,3493.7004,2411.3144,6513.9155,2259.5287,266.49,171.6944,196.0427
2016-12-16,3346.0305,2302.3152,6318.5239,2258.0724,262.11,168.901,193.8385
2016-12-23,3307.5991,2278.4779,6281.9966,2263.7887,260.07,169.5869,193.0254
2016-12-30,3310.0808,2286.8984,6263.6256,2238.8267,263.9,170.2995,193.6588
2017-01-06,3347.6665,2308.9363,6371.6168,2276.9814,265.29,170.1673,194.3209
2017-01-13,3319.9122,2308.0552,6194.6575,2274.6377,268.79,170.5622,194.9094
2017-01-20,3354.8891,2347.1829,6121.9983,2271.3147,269.05,170.2115,194.4126
2017-01-26,3387.9606,2364.0244,6223.7061,2296.6808,266.25,169.5949,194.5671
2017-02-03,3364.4923,2339.9894,6207.0921,2297.4159,269.3,168.9543,194.5766
2017-02-10,3413.4868,2368.1834,6337.1081,2316.0971,272.83,168.4662,193.3895
2017-02-17,3421.4419,2362.7086,6307.1627,2351.1617,275.75,168.8459,193.4649
2017-02-24,3473.8517,2389.8774,6476.1655,2367.3442,279.63,169.2573,193.7533
2017-03-03,3427.8628,2347.1456,6452.839,2383.117,276.23,169.0113,193.8779
2017-03-10,3427.8916,2339.2339,6447.9165,2372.5978,270.41,168.6201,193.5547
2017-03-17,3445.8051,2346.9602,6483.2463,2378.2531,275.62,169.1625,193.8726
2017-03-24,3489.5997,2365.6043,6546.615,2343.9781,277.88,169.386,193.7713
2017-03-31,3456.0455,2359.752,6401.6479,2362.7182,277.81,169.6015,193.8984
2017-04-07,3517.4634,2388.2714,6578.726,2355.545,282.93,169.7785,194.1064
2017-04-14,3486.5045,2355.5204,6528.1624,2328.9533,286.6,169.6229,194.3688
2017-04-21,3466.7865,2347.6745,6300.7128,2348.695,285.36,168.9895,193.803
2017-04-28,3439.753,2347.0391,6211.8624,2384.1955,283.45,168.9494,193.3875
2017-05-05,3382.5502,2320.602,6089.6828,2399.2857,275.87,168.4784,193.0156
2017-05-12,3385.3787,2375.4495,5863.7832,2390.8972,275.51,167.6686,192.0161
2017-05-19,3403.8492,2361.6616,5974.9772,2381.7267,279.26,167.9308,191.9487
2017-05-26,3480.4345,2471.2141,5836.9338,2415.8225,280.35,167.9896,192.113
2017-06-02,3486.5074,2475.4636,5772.5174,2439.0703,278.16,168.2767,192.3121
2017-06-09,3576.1703,2519.2731,5969.2741,2431.7724,279.72,168.5441,192.5936
2017-06-16,3518.7611,2452.7899,6012.9996,2433.1508,276.9,169.435,193.4271
2017-06-23,3622.8831,2529.0983,6010.3137,2438.2969,277.78,170.0582,194.199
2017-06-30,3666.7977,2549.9676,6138.1556,2423.4089,273.1,170.5718,195.0373
